"id","addtime","title","imgurl","address","avgprice","jianmian","housetype","opendate","tagname","totalprice","properright","detailurl"
"45","2025-04-02 00:40:23","雍晟岭南雅苑","https://image1.ljcdn.com/hdic-resblock/9668d747-1cb9-4641-897d-2f742642d1e5.jpg","江埔街大江路13号","16000","89㎡","住宅","2016-05-28","绿化率高，人车分流，品牌房企，入户花园","145","70年","https://gz.fang.lianjia.com/loupan/p_yclnyyaaufg/"
"46","2025-04-02 00:40:23","霍英东集团·南天名苑","https://image1.ljcdn.com/newhouse-user-image/e54cab060a2d72c279f25bafdc372a88.jpg","洛浦街洛溪环岛北路8号","90000","140-480㎡","住宅","2020-11-07","车位充足，低密居所，国央企，置换改善",\N,"70年","https://gz.fang.lianjia.com/loupan/p_ntmyaaufh/"
"47","2025-04-02 00:40:23","卓粤卓雅名苑","https://image1.ljcdn.com/hdic-resblock/d4841574-091b-48fb-b33b-a378676b5481.jpg","花都建设北路229号（威曼斯酒店直入200米）","13000","77-125㎡","住宅","2018-07-28","低单价，低总价，车位充足，绿化率高",\N,"70年","https://gz.fang.lianjia.com/loupan/p_zyzymyaaufx/"
"48","2025-04-02 00:40:23","万科幸福誉1期","https://image1.ljcdn.com/newhouse-user-image/914821deac08a7f310d6dcc1a3d34066.jpg","中新知识城•地铁何棠下站（麦当劳旁）","31000","66-166㎡","住宅","2020-08-31","车位充足，绿化率高，国央企，品牌房企","550","70年","https://gz.fang.lianjia.com/loupan/p_wkxfyaaugv/"
"49","2025-04-02 00:40:23","科城山庄峻森园","https://image1.ljcdn.com/hdic-resblock/383dd2f9-cd06-439f-a32b-0e47624807b0.jpg","峻祥路与峻福路交汇处","41000","63-185㎡","住宅","2019-06-07","大型社区，近地铁，地铁沿线，大平层",\N,"70年","https://gz.fang.lianjia.com/loupan/p_kcszjsyaaugx/"
"50","2025-04-02 00:40:23","珠江国际城","https://image1.ljcdn.com/newhouse-user-image/0a4d2b4c707ffeec1697bf3ac91c42be.png","广州地铁14号线神岗站A出口前行约400米","9000","79-200㎡","住宅","2020-09-12","低单价，低总价，车位充足，绿化率高",\N,"70年","https://gz.fang.lianjia.com/loupan/p_zjycaauim/"
"51","2025-04-02 00:40:27","富雅都市华庭","https://image1.ljcdn.com/hdic-resblock/f5205845-f80e-4851-adf7-a97b48b4fd5e.jpg","增城区新塘镇汇太东路233号","15600","38-116㎡","住宅","2019-11-09","人车分流，大型社区，避暑，儿童乐园",\N,"70年","https://gz.fang.lianjia.com/loupan/p_fydshtaaujd/"
"52","2025-04-02 00:40:27","珠光山水御苑","https://image1.ljcdn.com/hdic-resblock/aafcb6f4-c7f0-4359-b1a7-b754faf4b760.jpg","温泉大道13号","8000","141-171㎡","住宅","2017-04-08","低单价，车位充足，绿化率高，健身跑道","175","70年","https://gz.fang.lianjia.com/loupan/p_zgssyyaaujj/"
"53","2025-04-02 00:40:27","致岭假日花园","https://image1.ljcdn.com/newhouse-user-image/phpYmT19X1543392878.png","花都狮岭大道东8号","13000","94-111㎡","住宅","2023-02-11","低单价，低总价，车位充足，绿化率高",\N,"70年","https://gz.fang.lianjia.com/loupan/p_scgjaaukn/"
"54","2025-04-02 00:40:27","尚东阳光雅苑","https://image1.ljcdn.com/hdic-resblock/b6ab3ef3-0c81-4bdb-814a-400152d8e1b1.jpg","新塘西宁西路618号","14000","49-143㎡","住宅","2019-05-99","绿化率高，人车分流，品牌房企，入户花园",\N,"70年","https://gz.fang.lianjia.com/loupan/p_sdwjaaukw/"
"55","2025-04-02 00:40:27","荔富湖畔","https://image1.ljcdn.com/hdic-resblock/ee7a6b30-0472-469e-a6d6-62f712ef17c7.jpg","增城朱村街朱村大道东88号","14000","104-168㎡","住宅","2019-03-23","车位充足，绿化率高，品牌房企，入户花园",\N,"70年","https://gz.fang.lianjia.com/loupan/p_lfhpaaukx/"
"56","2025-04-02 00:40:27","南沙金茂湾","https://image1.ljcdn.com/newhouse-user-image/ca5d796881a6a2b805f03a9cc6d57744.jpg","广东省广州市南沙区横沥镇灵山岛尖沙嘴中路以南","16000","138-230㎡","商业类","2019-09-08","车位充足，大型社区，国央企，品牌房企","220","50年","https://gz.fang.lianjia.com/loupan/p_nsjmwaaulo/"
"57","2025-04-02 00:40:27","湾际·滨江","https://image1.ljcdn.com/hdic-resblock/224a7130-5269-4a07-a601-026e1cf9c1b8.jpg","广东省广州市南沙区环市北路1号","26000","89-172㎡","住宅","2015-07-99","低总价，人车分流，大型社区，品牌房企",\N,"70年","https://gz.fang.lianjia.com/loupan/p_nssnhpaaulq/"
"58","2025-04-02 00:40:27","海珠湖景峰","https://image1.ljcdn.com/newhouse-user-image/7bdba84ea53dba66994d160780badb7d.jpg","广东省广州市海珠区南洲路761号-819号","45000","69-133㎡","住宅","2013-07-27","低总价，车位充足，绿化率高，多轨交汇",\N,"70年","https://gz.fang.lianjia.com/loupan/p_hzhjfaaumn/"
"59","2025-04-02 00:40:27","臻尚苑","https://image1.ljcdn.com/hdic-resblock/3fd75276-b92c-44cc-9af7-385d239b5adc.jpg","广州市番禺区石壁街道石洲中路100号","28000","96-118㎡","住宅","2015-09-01","低单价，低总价，绿化率高，人车分流",\N,"70年","https://gz.fang.lianjia.com/loupan/p_zsyaauob/"
"60","2025-04-02 00:40:27","大城云山","https://image1.ljcdn.com/hdic-resblock/fbaadc43-0833-4d5d-a5c3-10176f14fe21.jpg","从化广从南路1033号","8500","121-207㎡","住宅","2016-09-28","低单价，绿化率高，低密居所，置换改善",\N,"70年","https://gz.fang.lianjia.com/loupan/p_dcysaauou/"
"61","2025-04-02 00:40:32","珠江源昌花园","https://image1.ljcdn.com/hdic-resblock/9ee4a629-5592-4962-8ea8-bfa676e24f00.jpg","珠江街新广三路和珠江大道交汇处","20000","79-123㎡","住宅","2018-04-01","低单价，低总价，绿化率高，人车分流",\N,"70年","https://gz.fang.lianjia.com/loupan/p_zjychyaaupj/"
"62","2025-04-02 00:40:32","江源半岛花园","https://image1.ljcdn.com/hdic-resblock/10335758-009c-4ca7-bba6-5277b0a922ee.jpg","黄埔大道车陂南路1、3、5、7号(4、5号线地铁交汇处南侧)","100000","70-127㎡","住宅","2010-06-05","绿化率高，人车分流，品牌房企，近地铁",\N,"70年","https://gz.fang.lianjia.com/loupan/p_jybdhyaauqp/"
"63","2025-04-02 00:40:32","惠百氏广场","https://image1.ljcdn.com/hdic-resblock/da33f9a0-65c1-4af5-be3b-dee72ed66313.jpg","金泽惠百氏领秀荟营销中心","15000","75-130㎡","住宅","2020-10-31","人车分流，大型社区，自持商业，近地铁",\N,"70年","https://gz.fang.lianjia.com/loupan/p_jzhbsaausp/"
"64","2025-04-02 00:40:32","仁安花园","https://image1.ljcdn.com/hdic-resblock/e04286b0-d1e2-4950-9b2b-002bcb2b0b14.jpg","朱村街广汕公路南边（朱宁路北侧）","11000","80-93㎡","住宅","2020-10-01","低单价，低总价，绿化率高，人车分流",\N,"70年","https://gz.fang.lianjia.com/loupan/p_rahyaautd/"
"65","2025-04-02 00:40:32","紫泉流溪湾","https://image1.ljcdn.com/hdic-resblock/2f64f7a2-c38d-4d9f-b99a-b3d7da76087b.jpg","从化太平镇流溪河畔","16000","88-203㎡","住宅","2017-04-99","车位充足，绿化率高，入户花园，临近高速","195","70年","https://gz.fang.lianjia.com/loupan/p_zqlxwaauxu/"
"66","2025-04-02 00:40:32","中泰天境","https://image1.ljcdn.com/hdic-resblock/ff05fe94-0178-4c91-a849-9cae54f701b0.jpg","九龙镇萝岗广汕公路与九龙大道交汇处","23000","130㎡","住宅","2018-05-99","低单价，低总价，车位充足，绿化率高","300","70年","https://gz.fang.lianjia.com/loupan/p_zttjaauzq/"
"67","2025-04-02 00:40:32","嘉御豪庭","https://image1.ljcdn.com/hdic-resblock/19ffb764-6bf9-48a8-a2c5-989105ed3ddf.jpg","石滩大道南128号","12600","67-133㎡","住宅","2019-05-19","低单价，人车分流，大型社区，儿童乐园",\N,"70年","https://gz.fang.lianjia.com/loupan/p_qcgjaauzr/"
"68","2025-04-02 00:40:32","合景誉山国际","https://image1.ljcdn.com/newhouse-user-image/ee3bbe6f54549e2f581c0a008049ae9f.jpg","广园东新新公路中段（增城中新镇）","10000","74-142㎡","住宅","2020-10-17","低单价，低总价，绿化率高，人车分流","74","70年","https://gz.fang.lianjia.com/loupan/p_hjysgjaavcx/"
"69","2025-04-02 00:40:32","凯德·中新里","https://image1.ljcdn.com/hdic-resblock/8254f17f-0a69-4a50-a30b-f1f88f3ea9c8.jpg","广州黄埔区中新知识城何棠下地铁站 C 出口，黄埔区中新广州知识城腾飞园","20000","76-140㎡","住宅","","低单价，低总价，车位充足，绿化率高",\N,"70年","https://gz.fang.lianjia.com/loupan/p_tfyzxlaavdz/"
"70","2025-04-02 00:40:32","顺丰翠园","https://image1.ljcdn.com/newhouse-user-image/6887e99b6f6ee185e50f57892c9de24b.jpeg","石井兆丰路120号","25000","80-172㎡","住宅","2024-03-99","低单价，低总价，车位充足，绿化率高",\N,"70年","https://gz.fang.lianjia.com/loupan/p_sfcyaavea/"
"71","2025-04-02 00:40:36","中海亚运城","https://image1.ljcdn.com/hdic-resblock/f72fa3c7-8189-4a14-be59-1b61c276f79e.jpg","亚运城康体路亚运城销售中心","25000","87-250㎡","住宅","2023-04-29","低单价，低总价，绿化率高，人车分流",\N,"70年","https://gz.fang.lianjia.com/loupan/p_gzyycaazhi/"
"72","2025-04-02 00:40:36","华标峰湖御境","https://image1.ljcdn.com/newhouse-user-image/1e33948a79c9bca0d53af120a5b32d6b.jpg","黄埔区华扬路华标峰湖御境（西南门）正对面","57000","328-648㎡","住宅","2021-12-08","车位充足，低密居所，置换改善，养老舒适",\N,"70年","https://gz.fang.lianjia.com/loupan/p_fhyjaazlp/"
"73","2025-04-02 00:40:36","南沙珠江湾","https://image1.ljcdn.com/hdic-resblock/d47ad6a5-5901-4cfa-abc6-08a2797412f3.jpg","漾滨路和海滨路交汇处","9000","35-99㎡","商业类","2019-05-25","低单价，低总价，人车分流，大型社区",\N,"40年","https://gz.fang.lianjia.com/loupan/p_nszjwaazls/"
"74","2025-04-02 00:40:36","尚上名筑","https://image1.ljcdn.com/hdic-resblock/71ea03e2-198e-453b-b365-66efcdfc5e01.jpg","番禺石楼镇亚运大道北侧，石清公路东侧","18000","78-137㎡","住宅","2016-05-01","低单价，低总价，绿化率高，人车分流",\N,"70年","https://gz.fang.lianjia.com/loupan/p_ssmzeqaazxl/"
"75","2025-04-02 00:40:36","金泽豪庭","https://image1.ljcdn.com/hdic-resblock/ce37700b-1cb1-45dc-b3f0-a20fe375e481.jpg","广州市增城新塘镇金泽10号","15200","53-121㎡","住宅","2016-09-17","人车分流，大型社区，近地铁，地铁沿线",\N,"70年","https://gz.fang.lianjia.com/loupan/p_jzhtaazxs/"
"76","2025-04-02 00:40:36","金融街花溪小镇","https://image1.ljcdn.com/newhouse-user-image/f8fde003ec8d8d0fc5f0926dcb2a58f6.jpg","花都大道东228号","10000","71-132㎡","住宅","2020-10-01","低单价，低总价，车位充足，绿化率高",\N,"70年","https://gz.fang.lianjia.com/loupan/p_jrjhxxzaazxy/"
"77","2025-04-02 00:40:36","华海·悦湾","https://image1.ljcdn.com/hdic-resblock/b5882ff1-1f31-4c3d-b526-1634c4cc23d9.jpg","广州市南沙自贸区黄山鲁森林公园东门","17500","78-119㎡","住宅","2019-04-20","低单价，低总价，车位充足，人车分流",\N,"70年","https://gz.fang.lianjia.com/loupan/p_hhsyhaazyz/"
"78","2025-04-02 00:40:36","越秀星汇海珠湾","https://image1.ljcdn.com/newhouse-user-image/a7022588dddf5a1910c2c49946ca549d.jpg","广州市海珠区工业大道中广纸路40号越秀星汇海珠湾E2栋11楼1106房","30000","33-223㎡","商业类","2022-04-25","绿化率高，人车分流，国央企，品牌房企",\N,"40年","https://gz.fang.lianjia.com/loupan/p_yxxhhzwabbji/"
"79","2025-04-02 00:40:36","金时花园","https://image1.ljcdn.com/hdic-resblock/74803bac-743d-4762-a078-0d090d535117.jpg","增江街纬六路5号","9300","84-140㎡","住宅","2019-05-01","低单价，低总价，车位充足，人车分流",\N,"70年","https://gz.fang.lianjia.com/loupan/p_jshyabbub/"
"80","2025-04-02 00:40:36","石滩第一城","https://image1.ljcdn.com/newhouse-user-image/0496901f83522ee8ad153d1415fb729f.jpg","立新东路56号","12000","89-132㎡","住宅","2019-01-15","低单价，低总价，车位充足，人车分流",\N,"70年","https://gz.fang.lianjia.com/loupan/p_stdycabdtc/"
"81","2025-04-02 00:40:40","雅宝新城","https://image1.ljcdn.com/newhouse-user-image/35b94ee52c8955062a7959d3817263c8.jpg","新华街平步大道中131号","16800","100-195㎡","住宅","2020-06-01","低总价，车位充足，绿化率高，水系园林",\N,"70年","https://gz.fang.lianjia.com/loupan/p_ybxcabdvh/"
"82","2025-04-02 00:40:40","山璟轩","https://image1.ljcdn.com/hdic-resblock/3e644b33-e9da-4775-ab83-ff788e4ca0ea.jpg","增城新塘镇广深大道东107号新塘牛仔城对面（梅乐路20号）","14000","62-87㎡","住宅","2020-05-01","低总价，小型社区，封闭管理，地铁沿线",\N,"70年","https://gz.fang.lianjia.com/loupan/p_sjxabdyv/"
"83","2025-04-02 00:40:40","汇港威华雅苑","https://image1.ljcdn.com/hdic-resblock/e9c3e830-07ee-48d2-a62b-60eb3acb205d.jpg","增城区朱村大道东178号(地铁21号线山田站)","12000","85-113㎡","住宅","2019-04-12","低单价，车位充足，人车分流，近地铁","136","70年","https://gz.fang.lianjia.com/loupan/p_hgwhgjabfof/"
"84","2025-04-02 00:40:40","源海仙村一号","https://image1.ljcdn.com/hdic-resblock/41462ca8-3f84-44d8-aa4e-c615f45d51a9.jpg","荔新大道与仙村大道交汇处","12500","86-129㎡","住宅","2018-05-30","低单价，车位充足，人车分流，入户花园",\N,"70年","https://gz.fang.lianjia.com/loupan/p_yhxcyhabfxd/"
"85","2025-04-02 00:40:40","元邦山清水秀","https://image1.ljcdn.com/newhouse-user-image/f8dea09935f37242ff8a51753a8b76d7.jpg","广东省广州市花都区珠三角环线高速g94芙蓉嶂","8500","95-136㎡","住宅","2022-07-09","低单价，低总价，绿化率高，低密居所",\N,"70年","https://gz.fang.lianjia.com/loupan/p_ybsqsxabggf/"
"86","2025-04-02 00:40:40","三江盛汇","https://image1.ljcdn.com/hdic-resblock/b1b8da6d-982b-4554-ba10-53efe3b02604.jpg","石滩镇沙庄光明西路100号","12000","111-144㎡","住宅","2019-01-99","低单价，绿化率高，大三居，现房",\N,"70年","https://gz.fang.lianjia.com/loupan/p_sjshabghb/"
"87","2025-04-02 00:40:40","合和新城","https://image1.ljcdn.com/newhouse-user-image/48c47c1897bc7cf5df5a66a70b52c982.jpg","","19000","75-207㎡","住宅","2018-12-22","车位充足，大型社区，近地铁，地铁沿线",\N,"70年","https://gz.fang.lianjia.com/loupan/p_hhxcabkno/"
"88","2025-04-02 00:40:40","南沙湾御苑","https://image1.ljcdn.com/hdic-resblock/8e91e4a9-b3c9-42a1-81c8-9173cbceed2b.jpg","南沙区进港大道和港前大道交汇处","22000","103-255㎡","住宅","2017-12-02","车位充足，低密居所，置换改善，养老舒适","600","70年","https://gz.fang.lianjia.com/loupan/p_nswyyabkws/"
"89","2025-04-02 00:40:40","叠溪花园","https://image1.ljcdn.com/newhouse-user-image/db4c1dae922eed6df41db6aa0b0c1a87.jpg","朱村街道朱石路以东","10500","77-126㎡","住宅","2021-07-31","低单价，低总价，车位充足，人车分流",\N,"70年","https://gz.fang.lianjia.com/loupan/p_yxsjablvg/"
"90","2025-04-02 00:40:40","大宏锦绣","https://image1.ljcdn.com/hdic-resblock/7396524d-7a9d-4f9e-a3f3-c47ce46bc34d.jpg","环市大道南南沙小学对面300米处","25000","123-142㎡","住宅","2018-09-30","车位充足，人车分流，自持商业，近地铁",\N,"70年","https://gz.fang.lianjia.com/loupan/p_dhjxabmzo/"
"91","2025-04-02 00:40:42","绿地珑玥府","https://image1.ljcdn.com/hdic-resblock/41df99a3-1610-4b94-b566-24f6ca7b93e6.jpg","增城增江大道南（纬四路口）","17000","98-138㎡","住宅","2020-10-06","车位充足，人车分流，国央企，品牌房企",\N,"70年","https://gz.fang.lianjia.com/loupan/p_ldlyfabnda/"
"92","2025-04-02 00:40:42","中交汇通中心","https://image1.ljcdn.com/hdic-resblock/7ff066f1-672f-48be-ad26-9febcc1ae55b.jpg","江灵北路和纵三路交汇处","38000","","底商","2022-05-99","车位充足，人车分流，国央企，品牌房企","400","40年","https://gz.fang.lianjia.com/loupan/p_zjhtzxabopa/"
"93","2025-04-02 00:40:42","合生湖山国际","https://image1.ljcdn.com/newhouse-user-image/799974fde11e19fb977fc0263277cd1f.jpg","广州增城区新塘镇陈家林路合生湖山国际营销中心","15000","80-135㎡","住宅","2021-08-21","大型社区，封闭管理，品牌房企，儿童乐园",\N,"70年","https://gz.fang.lianjia.com/loupan/p_hshsgjabqzd/"
"94","2025-04-02 00:40:42","嘉东广场","https://image1.ljcdn.com/hdic-resblock/5455d889-15a0-4db6-9074-2d3ca8f49ced.jpg","从化区从城大道459号附近","12000","81-127㎡","商业类","2017-03-10","绿化率高，人车分流，儿童乐园，公交直达",\N,"40年","https://gz.fang.lianjia.com/loupan/p_jdgcacjwe/"
"95","2025-04-02 00:40:42","合景誉山国际","https://image1.ljcdn.com/hdic-resblock/7f2790b1-9f32-46ee-a0cf-928deb5bc938.jpg","增城广园东新新公路中段（增城中新镇）","8500","32-49㎡","商业类","2021-06-25","绿化率高，人车分流，品牌房企，健身跑道","43","50年","https://gz.fang.lianjia.com/loupan/p_hjysgjacjzh/"
"96","2025-04-02 00:40:42","腾步大厦","https://image1.ljcdn.com/hdic-resblock/055d2352-9ba4-44d1-b167-c22cfc3868de.jpeg","花都区迎宾大道4号","0","","商业","","小型社区，公交直达，综合商场，超市","0","40年","https://gz.fang.lianjia.com/loupan/p_tbdsbidpi/"
"97","2025-04-02 00:40:42","腾步大厦","https://image1.ljcdn.com/hdic-resblock/055d2352-9ba4-44d1-b167-c22cfc3868de.jpeg","花都区迎宾大道4号","0","","写字楼","","小型社区，公交直达，综合商场，超市","0","50年","https://gz.fang.lianjia.com/loupan/p_tbdsbidpj/"
"98","2025-04-02 00:40:42","都湖国际","https://image1.ljcdn.com/newhouse-user-image/7a7ae0943c7fe2c05c000e837f98fc4a.jpg","广州市花都区新华路96号","28000","82-247㎡","住宅","2020-10-01","车位充足，绿化率高，品牌房企，地铁沿线","730","70年","https://gz.fang.lianjia.com/loupan/p_dhgjbilig/"
"99","2025-04-02 00:40:42","东江逸珑湾","https://image1.ljcdn.com/hdic-resblock/8f76594d-dd7b-4ea4-ad0b-94b2270edbed.jpg","广东省广州市增城区增城沿江大道39号","21000","89-162㎡","住宅","2019-09-28","人车分流，大型社区，品牌房企，贴心物业",\N,"70年","https://gz.fang.lianjia.com/loupan/p_djylwbiqya/"
"100","2025-04-02 00:40:42","世茂珠江天鹅湾","https://image1.ljcdn.com/newhouse-user-image/f59a340073416edd251e15734a4cf9c9.jpg","海珠区世茂天鹅湾营销中心","130000","237-294㎡","住宅","2020-03-25","车位充足，绿化率高，品牌房企，健身跑道","3000","70年","https://gz.fang.lianjia.com/loupan/p_yttewqtbirbm/"
"101","2025-04-02 00:40:46","敏捷尚品国际","https://image1.ljcdn.com/hdic-resblock/prod-aa636c15-7015-47c6-86db-2cf3859ad1edphpzcEup3","广州市南沙区进港大道187号","9000","57-93㎡","商业类","2021-11-27","低单价，低总价，大型社区，品牌房企","55","40年","https://gz.fang.lianjia.com/loupan/p_mjspgjbiwbc/"
"102","2025-04-02 00:40:46","珠江花城","https://image1.ljcdn.com/hdic-resblock/prod-cea71c37-6171-4eb4-85ca-f3132ed8f36ephpebnwDH","岐山路183号","50000","76-194㎡","住宅","2022-07-01","低总价，绿化率高，人车分流，国央企",\N,"70年","https://gz.fang.lianjia.com/loupan/p_zjhcbiwbp/"
"103","2025-04-02 00:40:46","保利金沙大都汇","https://image1.ljcdn.com/hdic-resblock/prod-6778d4f8-08e8-436b-8209-8285085d829ephpTxuz2Y","广州市白云区环洲二路86号（沙贝地铁站A1出口）","60000","","商业","2018-10-27","低总价，车位充足，人车分流，国央企","700","40年","https://gz.fang.lianjia.com/loupan/p_jsddhbixsa/"
"104","2025-04-02 00:40:46","花悦台","https://image1.ljcdn.com/newhouse-user-image/2136d58e39967ce97dc830fd00ff89ac.jpg","狮岭镇国际皮具城狮岭大道金狮三街","9000","83-93㎡","住宅","2019-12-16","低单价，低总价，人车分流，小型社区",\N,"70年","https://gz.fang.lianjia.com/loupan/p_hytbixsm/"
"105","2025-04-02 00:40:46","星图TOD","https://image1.ljcdn.com/newhouse-user-image/c302cbf26821c96aacad02bfdca15fdd.jpeg","地铁13号线官湖车辆段(官湖站B出口)","18000","78-135㎡","住宅","2020-04-99","车位充足，人车分流，国央企，品牌房企",\N,"70年","https://gz.fang.lianjia.com/loupan/p_pxxtbjazw/"
"106","2025-04-02 00:40:46","中洲公馆","https://image1.ljcdn.com/hdic-resblock/95555891-5e86-408c-a1ee-3dda6249c9e4.jpg","广东省广州市番禺区北桥路1号","35000","42-84㎡","商业类","2019-01-01","车位充足，绿化率高，品牌房企，贴心物业","147","40年","https://gz.fang.lianjia.com/loupan/p_zzggbjcir/"
"107","2025-04-02 00:40:46","美的云筑","https://image1.ljcdn.com/hdic-resblock/prod-bc1adbfa-b904-44ad-8a1c-55e234f70894phpc1Kl63","广州市南沙区东涌镇鱼窝头体育文化广场对面","21000","83-127㎡","住宅","2021-01-16","低单价，低总价，车位充足，绿化率高",\N,"70年","https://gz.fang.lianjia.com/loupan/p_mdyzbjekp/"
"108","2025-04-02 00:40:46","祈福万景峰","https://image1.ljcdn.com/newhouse-user-image/4f8381c1ea2e97d9f513d6a17dc4f771.jpg","新华街望岗路6号","13900","60-143㎡","住宅","2018-12-15","低总价，人车分流，大型社区，贴心物业",\N,"70年","https://gz.fang.lianjia.com/loupan/p_qfwjfbjfdp/"
"109","2025-04-02 00:40:46","侨建御溪谷北区","https://image1.ljcdn.com/newhouse-user-image/d4573491a2768fe9fcc182dc215c64ac.jpg","增城风光路399号","14700","285㎡","住宅","2015-10-17","车位充足，绿化率高，置换改善，近地铁","420","70年","https://gz.fang.lianjia.com/loupan/p_qjyxgbqbjfed/"
"110","2025-04-02 00:40:46","天睿","https://image1.ljcdn.com/newhouse-user-image/0534ed81a563d368cb4ccef8b6e62d31.jpg","石北工业路（大石地铁站与会江地铁站之间）","22000","43-185㎡","商业类","2017-03-18","绿化率高，人车分流，置换改善，贴心物业",\N,"40年","https://gz.fang.lianjia.com/loupan/p_trbjgpj/"
